Block Type;96well;;;
Chemistry;SYBR_GREEN;;;
Experiment File Name;D:\Documents and Settings\INSTR-ADMIN\My Documents\LukaszL_qPCR\miRNA_2-1.eds;;;
Experiment Run End Time;2017-06-16 11:25:46 AM CEST;;;
Instrument Type;steponeplus;;;
Passive Reference;;;;
;;;;
Well;Cycle;Target Name;Rn;?Rn
H9;14;Target 1;26142,21875;-317,6561279
H9;15;Target 1;26225,97656;-239,025116
H9;16;Target 1;26305,95703;-164,1714478
H9;17;Target 1;26354,97266;-120,2826309
H9;18;Target 1;26460,21484;-20,16725159
H9;19;Target 1;26604,91797;119,4090729
H9;20;Target 1;26669,29297;178,6572723
H9;21;Target 1;26929,9082;434,1456909
H9;22;Target 1;27048,87109;547,9817505
H9;23;Target 1;27022,15039;516,1342773
H9;24;Target 1;27088,0625;576,9195557
H9;25;Target 1;27349,20703;832,9373169
H9;26;Target 1;27470,92578;949,5292358
H9;27;Target 1;27732,01563;1205,49231
H9;28;Target 1;28004,21875;1472,568604
H9;29;Target 1;28175,59766;1638,820679
H9;30;Target 1;28370,95703;1829,053223
H9;31;Target 1;28607,80078;2060,770264
H9;32;Target 1;28963,19141;2411,033936
H9;33;Target 1;29170,84961;2613,56543
H9;34;Target 1;29439,12109;2876,710205
H9;35;Target 1;29652,72266;3085,184814
H9;36;Target 1;29785,1875;3212,522949
H9;37;Target 1;30127,51563;3549,724121
H9;38;Target 1;30275,63672;3692,718506
H9;39;Target 1;30307,57031;3719,525391
H9;40;Target 1;30498,4043;3905,232422
H10;1;Target 1;28889,55273;107,8014069
H10;2;Target 1;28910,95898;150,6110535
H10;3;Target 1;28776,875;37,93045425
H10;4;Target 1;28674,86133;-42,67982864
H10;5;Target 1;28675,78516;-20,35260963
H10;6;Target 1;28669,98438;-4,75
H10;7;Target 1;28686,81836;33,48737335
H10;8;Target 1;28646,42969;14,50209236
H10;9;Target 1;28592,38672;-18,1374855
H10;10;Target 1;28590,22266;1,101841569
H10;11;Target 1;28683,00195;115,2845306
H10;12;Target 1;28734;187,6859589
H10;13;Target 1;28829,9082;304,9975586
H10;14;Target 1;28872,14453;368,6372681
H10;15;Target 1;28922,55469;440,4508362
H10;16;Target 1;29094,29102;633,5905151
H10;17;Target 1;29195,35547;756,0584106
H10;18;Target 1;29363,90625;946,0125732
H10;19;Target 1;29460,26758;1063,777222
H10;20;Target 1;29460,73438;1085,647461
H10;21;Target 1;29559,49609;1205,812622
H10;22;Target 1;29765,4375;1433,157349
H10;23;Target 1;29877,39063;1566,513916
H10;24;Target 1;30112,52148;1823,048096
H10;25;Target 1;30268,29688;2000,226929
H10;26;Target 1;30485,10156;2238,435059
H10;27;Target 1;30783,78125;2558,518066
H10;28;Target 1;31253,87109;3050,01123
H10;29;Target 1;32068,39453;3885,938232
H10;30;Target 1;32869,01563;4707,962402
H10;31;Target 1;34093,04688;5953,397461
H10;32;Target 1;35349,94141;7231,695313
H10;33;Target 1;36811,25391;8714,411133
H10;34;Target 1;38530,14844;10454,70898
H10;35;Target 1;40488,21484;12434,17871
H10;36;Target 1;42257,96094;14225,32813
H10;37;Target 1;44299,6875;16288,45801
H10;38;Target 1;45663,71484;17673,88867
H10;39;Target 1;47222,72656;19254,30469
H10;40;Target 1;47982,36719;20035,34766
H11;1;Target 1;26196,2207;-21,67167091
H11;2;Target 1;26073,49609;-162,8438873
H11;3;Target 1;26291,98047;37,19289398
H11;4;Target 1;26175,08984;-98,14533234
H11;5;Target 1;26298,03906;6,356287003
H11;6;Target 1;26406,55664;96,4262619
H11;7;Target 1;26323,27344;-5,304538727
H11;8;Target 1;26310,5;-36,52557755
H11;9;Target 1;26235,74219;-129,7309875
H11;10;Target 1;26309,85547;-74,06530762
H11;11;Target 1;26410,62109;8,252716064
H11;12;Target 1;26461,48633;40,67034912
H11;13;Target 1;26614,03906;174,7754822
H11;14;Target 1;26770,95703;313,2458496
H11;15;Target 1;27197,91016;721,7514038
H11;16;Target 1;28039,58594;1544,979614
H11;17;Target 1;29657,63281;3144,578857
H11;18;Target 1;32645,125;6113,623535
H11;19;Target 1;38245,27734;11695,32813
H11;20;Target 1;48368,17969;21799,7832
H11;21;Target 1;65989,23438;39402,39063
H11;22;Target 1;93302,28125;66696,99219
H11;23;Target 1;126739,1094;100115,3672
H11;24;Target 1;162163,7188;135521,5313
H11;25;Target 1;193384,7344;166724,0938
H11;26;Target 1;221062,9063;194383,8281
H11;27;Target 1;244800,5625;218103,0313
H11;28;Target 1;264415,8125;237699,8281
H11;29;Target 1;280272,1875;253537,7656
H11;30;Target 1;293137;266384,125
H11;31;Target 1;304099,2813;277327,9688
H11;32;Target 1;314045,4063;287255,625
H11;33;Target 1;323294,25;296486,0313
H11;34;Target 1;328978,125;302151,4688
H11;35;Target 1;334983,0625;308137,9375
H11;36;Target 1;339435;312571,4375
H11;37;Target 1;344317,5625;317435,5625
H11;38;Target 1;346708,0313;319807,5625
H11;39;Target 1;349360,125;322441,2188
H11;40;Target 1;350697,9375;323760,5938
H12;1;Target 1;22599,14063;-198,4898224
H12;2;Target 1;22410,38672;-424,9667969
H12;3;Target 1;22485,63281;-387,4437561
H12;4;Target 1;22577,82813;-332,9714966
H12;5;Target 1;22757,76563;-190,7570496
H12;6;Target 1;23005,58398;19,33826065
H12;7;Target 1;23111,92383;87,95504761
H12;8;Target 1;23327,23242;265,5405884
H12;9;Target 1;23384,26953;284,8546448
H12;10;Target 1;23412,03516;274,8972168
H12;11;Target 1;23414,91602;240,0550232
H12;12;Target 1;23309,33594;96,75188446
H12;13;Target 1;23319,60156;69,29445648
H12;14;Target 1;23330,25781;42,2276535
H12;15;Target 1;23375,75195;49,99873734
H12;16;Target 1;23412,66406;49,18779373
H12;17;Target 1;23379,1875;-22,01182365
H12;18;Target 1;23392,40625;-46,51612854
H12;19;Target 1;23377,10156;-99,54386902
H12;20;Target 1;23356,39063;-157,9778595
H12;21;Target 1;23429,58984;-122,5017014
H12;22;Target 1;23537,54102;-52,27357864
H12;23;Target 1;23559,43359;-68,10405731
H12;24;Target 1;23543,14258;-122,1181259
H12;25;Target 1;23692,60547;-10,37829113
H12;26;Target 1;23863,56641;122,8595886
H12;27;Target 1;24178,60547;400,1755981
H12;28;Target 1;24471,46484;655,3119507
H12;29;Target 1;24980,25;1126,374023
H12;30;Target 1;26065,11914;2173,52002
H12;31;Target 1;28262,08008;4332,757813
H12;32;Target 1;32335,14258;8368,097656
H12;33;Target 1;39905,24219;15900,47363
H12;34;Target 1;53039,44531;28996,95313
H12;35;Target 1;75304,17188;51223,95703
H12;36;Target 1;106813,8359;82695,89844
H12;37;Target 1;143908,9375;119753,2734
H12;38;Target 1;177643,125;153449,7344
H12;39;Target 1;207174,1563;182943,0469
H12;40;Target 1;231005;206736,1719
